0	0	0	60	0	1	0	1	1	0	5
0	0	16	69	1	1	1	0	1	0	5
1	0	0	38	1	1	1	1	1	0	2
0	0	0	40	0	1	0	0	1	0	5
0	0	0	32	1	1	1	1	1	0	3
3	7	28	23	0	2	1	1	2	0	5
4	0	0	31	1	2	1	1	2	0	3
0	0	0	43	0	1	1	0	1	0	5
0	0	0	36	0	1	0	0	1	0	5
0	0	0	48	1	1	1	1	1	0	4
7	0	2	49	0	1	0	0	298	0	5
0	0	0	39	0	1	1	0	1	0	5
0	0	0	55	0	1	0	0	1	0	5
0	0	13	22	1	2	1	1	2	0	5
0	0	0	57	1	1	1	1	1	0	4
0	0	0	34	0	1	0	0	1	0	4
0	0	0	59	1	1	1	1	1	0	2
0	0	0	29	0	1	0	0	1	0	5
0	0	10	30	0	1	1	0	1	0	4
0	0	0	33	0	1	0	0	0	0	5
0	0	0	50	0	1	1	1	1	0	4
0	0	0	54	1	1	1	1	1	0	4
6	0	5	46	1	1	1	1	1	0	5
0	0	3	34	1	1	1	1	17	0	5
18	7	0	38	1	2	1	1	2	0	1
0	0	0	29	0	2	0	0	1	0	5
0	0	0	34	0	1	1	0	1	0	5
6	5	39	74	1	2	1	0	2	0	5
0	0	0	33	0	1	0	0	1	0	5
0	0	0	16	0	1	0	0	1	0	5
0	0	8	34	1	2	0	1	2	0	4
0	0	0	34	0	2	0	0	1	0	5
2	0	0	17	0	1	1	0	14	0	5
0	0	0	34	1	1	1	0	1	0	5
0	0	7	44	1	1	0	0	1	0	5
1	1	0	27	1	2	1	1	2	0	4
4	0	0	41	1	1	1	1	1	0	5
0	0	3	72	1	1	1	1	1	0	4
0	0	0	40	1	1	1	0	1	0	5
0	0	1	21	1	2	1	0	2	0	4
0	0	0	14	0	1	0	0	1	0	5
2	0	0	51	0	1	1	0	1	0	5
0	0	0	31	0	1	0	0	0	0	5
0	0	2	25	0	2	0	0	2	0	5
3	0	0	29	1	1	1	1	1	0	5
2	1	9	35	1	1	1	1	2	0	5
7	2	14	70	0	1	1	0	1	0	5
3	0	5	55	1	12	1	1	2	0	5
0	0	3	42	0	2	1	0	2	0	5
5	5	0	23	0	2	0	1	2	0	5
2	0	0	31	0	1	1	0	1	0	5
0	0	0	16	0	1	0	0	0	0	5
0	0	0	28	0	1	0	0	0	0	5
10	1	0	29	1	1	1	1	2	0	4
1	0	0	64	1	1	1	1	1	0	0
0	0	3	42	1	2	1	1	2	0	5
3	0	5	35	1	1	0	0	1	0	5
0	0	1	36	1	1	1	1	1	0	4
